geohash,major_category_weekday,major_category_holiday,major_category_morning,major_category_afternoon,major_category_evening,major_category_night
xn77m4,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77m5,Transportation,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Transportation
xn77m6,Transportation,Transportation,Commercial/Services,Transportation,Transportation,Commercial/Services
xn77m7,Transportation,Transportation,Transportation,Transportation,Transportation,Educational
xn77m9,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77md,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn77me,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77mg,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77mk,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77mm,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77mr,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77ms,0,Transportation,0,Transportation,Transportation,Transportation
xn77mt,Transportation,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Commercial/Services
xn77mw,Residential,Residential,Residential,Residential,Residential,Residential
xn77my,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77mz,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77n1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77n3,Transportation,Culture & Leisure,Transportation,Culture & Leisure,Culture & Leisure,Transportation
xn77n4,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,0
xn77n7,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Commercial/Services,0
xn77n8,Transportation,Commercial/Services,Transportation,Transportation,Commercial/Services,Transportation
xn77ne,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77nh,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77nk,Residential,Residential,Residential,Residential,Residential,Residential
xn77nm,Transportation,Transportation,Transportation,0,Transportation,0
xn77nt,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure,Commercial/Services
xn77nu,0,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77nw,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77nx,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn77p0,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77p1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77p3,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
xn77pm,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn77ps,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77q0,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn77q1,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77q3,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77q4,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn77q5,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77q6,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn77q7,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77qe,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77qf,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0,Commercial/Services
xn77qh,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77qm,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn77qq,Commercial/Services,Commercial/Services,Culture & Leisure,Commercial/Services,Commercial/Services,Culture & Leisure
xn77qr,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77qs,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77qu,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77qv,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Commercial/Services
xn77qw,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77qz,Commercial/Services,Transportation,Transportation,Transportation,Transportation,Commercial/Services
xn77r0,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77r1,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77r2,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77r4,Transportation,Transportation,0,Transportation,Transportation,0
xn77rj,Culture & Leisure,Culture & Leisure,0,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn77rp,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Transportation,Culture & Leisure
xn77s6,Commercial/Services,0,0,Commercial/Services,0,Commercial/Services
xn77s7,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77s8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77sb,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77sc,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77se,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn77sm,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77sp,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77sr,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77ss,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
xn77su,Commercial/Services,Commercial/Services,Commercial/Services,0,Commercial/Services,0
xn77sv,0,Commercial/Services,Commercial/Services,Commercial/Services,0,0
xn77t0,Transportation,Transportation,Transportation,Transportation,Transportation,0
xn77t1,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77t3,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn77t5,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn77t6,Commercial/Services,Commercial/Services,0,0,Commercial/Services,Commercial/Services
xn77t8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77td,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77th,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77tm,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
xn77tq,Transportation,Transportation,Transportation,Transportation,Transportation,0
xn77tr,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77u3,Transportation,Commercial/Services,Transportation,Healthcare & Welfare,Commercial/Services,Transportation
xn77up,Transportation,Transportation,Transportation,Commercial/Services,Transportation,Transportation
xn77uu,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0,Commercial/Services
xn77v5,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn77v6,Transportation,Transportation,Transportation,Transportation,Commercial/Services,Transportation
xn77vh,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,0
xn77vj,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn77vk,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services,0
xn77vm,Commercial/Services,Commercial/Services,0,0,Commercial/Services,Commercial/Services
xn77wc,Transportation,Transportation,0,Transportation,Transportation,Transportation
xn77wf,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,0
xn77wn,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
xn77wq,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7k18,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,0
xn7k1b,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
xn7k40,Commercial/Services,Commercial/Services,0,Commercial/Services,Commercial/Services,Commercial/Services
xn7k41,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
xn7k50,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
