geohash,major_category_weekday,major_category_holiday,major_category_morning,major_category_afternoon,major_category_evening,major_category_night
dr72mv,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72mw,Residential,Residential,Residential,Residential,Transportation,Residential
dr72mx,Transportation,Commercial/Services,Transportation,Commercial/Services,Transportation,Commercial/Services
dr72my,Transportation,Transportation,Transportation,Transportation,Transportation,Commercial/Services
dr72mz,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72nj,Residential,Residential,Residential,Residential,Residential,Residential
dr72nk,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown,Unknown
dr72nn,Residential,Residential,Residential,Residential,Transportation,Residential
dr72np,Educational,Commercial/Services,Educational,Commercial/Services,Commercial/Services,Commercial/Services
dr72nr,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72nw,Residential,Residential,Residential,Residential,Residential,Residential
dr72nx,Residential,Residential,Residential,Residential,Residential,Residential
dr72p2,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Unknown
dr72p8,Healthcare & Welfare,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Unknown,Unknown
dr72p9,Residential,Residential,Commercial/Services,Residential,Residential,Residential
dr72pb,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72pg,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72pq,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr72pr,Residential,Commercial/Services,Commercial/Services,Commercial/Services,Residential,Residential
dr72py,Transportation,Transportation,Unknown,Transportation,Transportation,Transportation
dr72q1,Commercial/Services,Educational,Transportation,Commercial/Services,Transportation,Transportation
dr72q8,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72q9,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Educational,Commercial/Services
dr72qc,Healthcare & Welfare,Healthcare & Welfare,Educational,Healthcare & Welfare,Healthcare & Welfare,Unknown
dr72qf,Residential,Transportation,Residential,Residential,Residential,Residential
dr72qg,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72qh,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72qj,Educational,Unknown,Educational,Educational,Unknown,Unknown
dr72qk,Culture & Leisure,Culture & Leisure,Commercial/Services,Culture & Leisure,Residential,Culture & Leisure
dr72qm,Educational,Educational,Educational,Educational,Unknown,Unknown
dr72qp,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Commercial/Services
dr72qq,Healthcare & Welfare,Transportation,Transportation,Transportation,Healthcare & Welfare,Healthcare & Welfare
dr72qr,Residential,Residential,Residential,Residential,Residential,Residential
dr72qs,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Unknown
dr72qt,Commercial/Services,Residential,Residential,Commercial/Services,Commercial/Services,Residential
dr72qu,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Unknown,Unknown
dr72qw,Healthcare & Welfare,Transportation,Educational,Healthcare & Welfare,Transportation,Transportation
dr72qx,Residential,Residential,Residential,Residential,Residential,Residential
dr72qy,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Unknown,Unknown
dr72qz,Commercial/Services,Unknown,Commercial/Services,Unknown,Unknown,Unknown
dr72r0,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Transportation
dr72r1,Commercial/Services,Healthcare & Welfare,Transportation,Healthcare & Welfare,Healthcare & Welfare,Commercial/Services
dr72r2,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72r3,Commercial/Services,Commercial/Services,Transportation,Commercial/Services,Commercial/Services,Transportation
dr72r4,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services
dr72r6,Residential,Residential,Residential,Commercial/Services,Residential,Residential
dr72r8,Residential,Residential,Healthcare & Welfare,Residential,Commercial/Services,Healthcare & Welfare
dr72rh,Residential,Residential,Unknown,Residential,Residential,Unknown
dr72rj,Transportation,Transportation,Transportation,Healthcare & Welfare,Transportation,Residential
dr72rm,Transportation,Transportation,Unknown,Transportation,Transportation,Transportation
dr72rq,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72rr,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Residential
dr72rt,Healthcare & Welfare,Healthcare & Welfare,Commercial/Services,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
dr72ru,Healthcare & Welfare,Residential,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Residential
dr72rw,Residential,Residential,Residential,Residential,Residential,Residential
dr72rz,Culture & Leisure,Culture & Leisure,Unknown,Commercial/Services,Culture & Leisure,Culture & Leisure
dr72s2,Educational,Educational,Unknown,Educational,Educational,Unknown
dr72s3,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown,Unknown
dr72s5,Transportation,Unknown,Transportation,Unknown,Transportation,Unknown
dr72se,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Unknown,Unknown
dr72sp,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Transportation,Commercial/Services
dr72sr,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72ss,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72sw,Residential,Residential,Residential,Residential,Residential,Residential
dr72sy,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare
dr72t0,Healthcare & Welfare,Healthcare & Welfare,Unknown,Healthcare & Welfare,Healthcare & Welfare,Unknown
dr72tb,Residential,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Residential
dr72tc,Transportation,Transportation,Transportation,Unknown,Transportation,Unknown
dr72tk,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr72u0,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72u1,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Commercial/Services,Residential
dr72u4,Residential,Healthcare & Welfare,Healthcare & Welfare,Commercial/Services,Residential,Commercial/Services
dr72u5,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr72u9,Residential,Residential,Residential,Residential,Unknown,Unknown
dr72uf,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Unknown,Unknown,Unknown
dr72uh,Residential,Residential,Residential,Commercial/Services,Residential,Residential
dr72uj,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72uq,Residential,Residential,Residential,Residential,Residential,Residential
dr72uu,Residential,Residential,Residential,Residential,Residential,Residential
dr72uv,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr72uw,Residential,Residential,Residential,Residential,Residential,Residential
dr72w0,Transportation,Transportation,Transportation,Transportation,Commercial/Services,Transportation
dr72w1,Residential,Residential,Commercial/Services,Residential,Residential,Commercial/Services
dr72w4,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72w5,Residential,Residential,Residential,Commercial/Services,Residential,Residential
dr72w6,Commercial/Services,Commercial/Services,Unknown,Unknown,Commercial/Services,Commercial/Services
dr72w7,Transportation,Commercial/Services,Transportation,Transportation,Transportation,Commercial/Services
dr72w8,Transportation,Transportation,Transportation,Transportation,Unknown,Unknown
dr72w9,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72wd,Residential,Residential,Unknown,Residential,Residential,Residential
dr72wf,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr72wg,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72wn,Transportation,Transportation,Transportation,Transportation,Transportation,Unknown
dr72wp,Educational,Educational,Educational,Educational,Educational,Educational
dr72wu,Residential,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure,Residential
dr72x0,Residential,Residential,Transportation,Residential,Residential,Residential
dr72x2,Residential,Residential,Residential,Residential,Residential,Residential
dr72x4,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72x7,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Residential
dr72xb,Commercial/Services,Residential,Commercial/Services,Residential,Residential,Residential
dr72xc,Residential,Residential,Residential,Residential,Residential,Residential
dr72xf,Culture & Leisure,Culture & Leisure,Unknown,Culture & Leisure,Culture & Leisure,Unknown
dr72xh,Transportation,Transportation,Transportation,Transportation,Transportation,Unknown
dr72xj,Residential,Commercial/Services,Commercial/Services,Residential,Residential,Commercial/Services
dr72xk,Commercial/Services,Commercial/Services,Healthcare & Welfare,Commercial/Services,Commercial/Services,Unknown
dr72xm,Transportation,Transportation,Transportation,Unknown,Transportation,Transportation
dr72xr,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72xt,Residential,Residential,Unknown,Residential,Residential,Residential
dr72y7,Residential,Residential,Residential,Healthcare & Welfare,Residential,Residential
dr72yg,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Unknown,Unknown
dr72yk,Transportation,Transportation,Transportation,Transportation,Transportation,Culture & Leisure
dr72ys,Transportation,Residential,Residential,Transportation,Residential,Transportation
dr72yy,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72z0,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Unknown
dr72z1,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Unknown
dr72z6,Healthcare & Welfare,Culture & Leisure,Healthcare & Welfare,Culture & Leisure,Culture & Leisure,Unknown
dr72zd,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr72zu,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr7318,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr731b,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr731c,Residential,Residential,Residential,Residential,Residential,Residential
dr7342,Healthcare & Welfare,Unknown,Healthcare & Welfare,Healthcare & Welfare,Unknown,Unknown
dr7343,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr7346,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr7348,Residential,Residential,Culture & Leisure,Residential,Residential,Residential
dr7349,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr734d,Residential,Residential,Commercial/Services,Unknown,Residential,Residential
dr73hf,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr73hg,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr73hm,Residential,Residential,Residential,Residential,Residential,Residential
dr73nc,Commercial/Services,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services
dr73nf,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Unknown
dr73p3,Commercial/Services,Culture & Leisure,Culture & Leisure,Culture & Leisure,Commercial/Services,Commercial/Services
dr7802,Residential,Residential,Culture & Leisure,Residential,Residential,Residential
dr7803,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr7809,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr780b,Residential,Residential,Residential,Residential,Residential,Residential
dr780c,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr780g,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr780p,Residential,Residential,Residential,Unknown,Residential,Residential
dr780r,Residential,Residential,Residential,Residential,Residential,Residential
dr780t,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr780w,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr7820,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Healthcare & Welfare,Residential
dr7821,Residential,Residential,Residential,Residential,Residential,Residential
dr7825,Residential,Residential,Unknown,Residential,Residential,Residential
dr782h,Culture & Leisure,Culture & Leisure,Healthcare & Welfare,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr782j,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr782p,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure,Culture & Leisure
dr782u,Commercial/Services,Residential,Residential,Commercial/Services,Residential,Commercial/Services
dr782v,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr7842,Residential,Residential,Unknown,Residential,Residential,Residential
dr7843,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr784c,Residential,Unknown,Unknown,Unknown,Residential,Unknown
dr784f,Transportation,Transportation,Transportation,Transportation,Transportation,Transportation
dr7851,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Commercial/Services
dr786k,Residential,Residential,Residential,Residential,Residential,Residential
dr7880,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services
dr788h,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr788j,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr788u,Commercial/Services,Commercial/Services,Unknown,Commercial/Services,Commercial/Services,Unknown
dr789p,Culture & Leisure,Culture & Leisure,Transportation,Commercial/Services,Culture & Leisure,Culture & Leisure
dr78c0,Culture & Leisure,Culture & Leisure,Commercial/Services,Commercial/Services,Culture & Leisure,Culture & Leisure
dr78c2,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Commercial/Services,Culture & Leisure
